Currency Code,Currency Description,Total,EI,EI_XS,NEI_L,NEI_L_XS,NEI_S,DC
LA07C,Acute Kidney Injury without CC,1178,1550,259,1662,258,477,389
LA07D,Acute Kidney Injury with Interventions with Major CC,5187,7522,159,4878,243,995,
LA07E,Acute Kidney Injury without Interventions with Major CC,2207,2505,320,2629,224,503,338
LA07F,Acute Kidney Injury with Interventions with Intermediate CC,3529,3859,416,3313,280,866,
LA07G,Acute Kidney Injury without Interventions with Intermediate CC,1414,1835,261,1759,228,478,348
LA08A,Chronic Kidney Disease with length of stay 2 days or more with Major CC,3487,2932,329,3311,244,877,471
LA08B,Chronic Kidney Disease with length of stay 2 days or more with Intermediate CC,2644,2675,278,2383,255,1920,
LA08C,Chronic Kidney Disease with length of stay 2 days or more without CC,2795,2549,271,2438,299,,
LA08F,Chronic Kidney Disease with length of stay 1 day or less not associated with Renal Dialysis,352,703,,1004,,488,270
LA09E,General Renal Disorders with length of stay 2 days or more with Major CC,2857,3355,244,2632,215,2704,
LA09F,General Renal Disorders with length of stay 2 days or more with Intermediate CC,1878,2502,226,1714,268,351,
LA09G,General Renal Disorders with length of stay 2 days or more without CC,1432,2195,208,1333,293,2336,
LA09H,General Renal Disorders with length of stay 1 day or less,426,597,,793,,459,301
LA10Z,Live Kidney Donor Screening,320,,,,,603,639
LA11Z,Kidney Pre-Transplantation Work-up of Live Donor,467,2262,,,,,730
LA12A,Kidney Pre-Transplantation Work-up of Recipient 19 years and over,318,881,,,,633,1149
LA13A,Examination for Post-Transplantation of Kidney of Recipient 19 years and over,141,,,,,,
LA14Z,Examination for Post-Transplantation of Kidney of Live Donor,206,,,,,,
LB01A,Percutaneous Nephrostomy with CC,3977,3170,314,4419,261,893,522
LB01B,Percutaneous Nephrostomy without CC,2434,2611,306,2768,219,1077,564
LB05A,Intermediate Percutaneous Kidney or Ureter Procedures 19 years and over with Major CC,3963,3404,280,4548,294,774,579
LB05B,Intermediate Percutaneous Kidney or Ureter Procedures 19 years and over with Intermediate CC,1932,2206,313,2735,308,670,587
LB05C,Intermediate Percutaneous Kidney or Ureter Procedures 19 years and over without CC,1618,2499,297,2268,302,752,490
LB05D,Intermediate Percutaneous Kidney or Ureter Procedures 18 years and under,3349,4009,146,5816,582,2019,1329
LB06D,Kidney Urinary Tract or Prostate Neoplasms with length of stay 2 days or more with Major CC,3894,3865,238,3738,231,493,427
LB06E,Kidney Urinary Tract or Prostate Neoplasms with length of stay 2 days or more with Intermediate CC,2373,2221,285,2295,239,326,
LB06F,Kidney Urinary Tract or Prostate Neoplasms with length of stay 2 days or more without CC,2050,1895,219,1884,244,,
LB06G,Kidney Urinary Tract or Prostate Neoplasms with length of stay 1 day or less,455,745,,1862,,503,356
LB09C,Intermediate Endoscopic Ureter Procedures 18 years and under,1285,2032,,1679,,1749,1063
LB09D,Intermediate Endoscopic Ureter Procedures 19 years and over,880,1455,,1613,,1163,639
LB10A,Major Open Bladder Procedures or Reconstruction 19 years and over,5078,5847,205,4334,253,1644,760
LB10B,Major Open Bladder Procedures or Reconstruction 18 years and under,6255,6582,172,6108,289,1803,1724
LB12Z,Intermediate Open Bladder Procedures,3494,3170,297,3901,163,1658,937
LB13A,Major Endoscopic Bladder Procedures with CC,2234,1959,292,3343,256,1177,941
LB13B,Major Endoscopic Bladder Procedures without CC,1695,1745,300,2482,262,1101,951
LB14Z,Intermediate Endoscopic Bladder Procedures,812,1232,,2170,148,926,661
LB15D,Minor Bladder Procedures 18 years and under,482,1510,,1639,,862,764
LB15E,Minor Bladder Procedures 19 years and over,378,734,1011,810,,510,365
LB16A,Urinary Incontinence or Other Urinary Problems with Major CC,1774,2769,219,2086,212,449,427
LB16B,Urinary Incontinence or Other Urinary Problems with Intermediate CC,1112,1709,269,1441,231,429,331
LB16C,Urinary Incontinence or Other Urinary Problems without CC,801,1444,604,1173,238,406,312
LB17Z,Introduction of Therapeutic Substance into Bladder,232,378,,523,,658,292
LB18Z,Attention to Suprapubic Bladder Catheter,402,1224,,1534,,527,352
LB19A,Ureteric or Bladder Disorders with CC,1738,1902,282,2077,229,455,276
LB19B,Ureteric or Bladder Disorders without CC,1011,1621,285,1461,272,451,260
LB20A,Infection or Mechanical Problems Related to Genito-Urinary Prostheses Implants or Grafts with CC,1298,2333,218,1777,246,414,346
LB20B,Infection or Mechanical Problems Related to Genito-Urinary Prostheses Implants or Grafts without CC,740,1766,318,1324,251,383,400
LB21Z,Major Open Prostate or Bladder Neck Procedures (Male),4939,5005,310,5121,270,4351,1054
LB22Z,Major Laparoscopic Prostate or Bladder Neck Procedures (Male),5156,5117,274,4429,159,,794
LB25A,Transurethral Prostate Resection Procedures with Major CC,3667,3037,349,5966,276,1175,1903
LB25B,Transurethral Prostate Resection Procedures with Intermediate CC,2454,2409,276,3375,231,1480,1286
LB25C,Transurethral Prostate Resection Procedures without CC,2293,2317,296,2835,230,1963,1097
LB26Z,Intermediate Endoscopic Prostate or Bladder Neck Procedures (Male and Female),1430,1630,324,2240,253,645,942
LB27Z,Minor Endoscopic Prostate or Bladder Neck Procedures (Male),443,1257,,510,,643,540
LB28A,Non-Malignant Prostate Disorders with CC,1446,1678,188,1706,242,451,311
LB28B,Non-Malignant Prostate Disorders without CC,914,1469,210,1192,217,423,395
LB29A,Major Open Urethra Procedures 19 years and over,3664,3784,315,3406,208,1087,1221
LB29C,Major Open Urethra Procedures between 2 and 18 years,2579,2885,447,2781,,491,1707
LB29D,Major Open Urethra Procedures 1 year and under,2316,2558,474,2136,646,1136,1789
LB33Z,Vasectomy Procedures,681,1322,,,,829,730
LB35A,Scrotum Testis or Vas Deferens Disorders with CC,1368,2037,224,1849,237,468,510
LB35B,Scrotum Testis or Vas Deferens Disorders without CC,706,1534,236,1252,249,423,426
LB36Z,Extracorporeal Lithotripsy,506,989,,,,652,502
LB37A,Miscellaneous Urinary Tract Findings with CC,996,1534,298,1444,250,445,366
LB37B,Miscellaneous Urinary Tract Findings without CC,588,1461,277,1097,234,415,254
LB38A,Unspecified Haematuria with Major CC,1700,2308,231,2079,253,479,335
LB38B,Unspecified Haematuria without Major CC,953,1595,266,1451,252,439,356
LB39A,Cystectomy with Urinary Diversion and Reconstruction with CC,9780,9658,258,8595,148,3127,2441
LB39B,Cystectomy with Urinary Diversion and Reconstruction without CC,7974,8337,346,6616,,3284,2483
LB40A,Urinary Tract Stone Disease with CC,1048,1961,337,1569,235,482,405
LB40B,Urinary Tract Stone Disease without CC,660,1552,317,1125,274,448,455
LB42A,Dynamic Studies of Urinary Tract 19 years and over,168,670,,580,,472,340
LB42B,Dynamic Studies of Urinary Tract between 2 and 18 years,385,1569,,2768,,584,520
LB42C,Dynamic Studies of Urinary Tract 1 year and under,453,905,,3597,,463,482
LB43Z,Treatment of Erectile Dysfunction,195,733,,,,637,262
LB46Z,Live Donation of Kidney,6429,6426,236,2738,,,
LB47Z,Major Open Penis Procedures,3406,5425,229,4186,312,1873,475
LB48Z,Intermediate Open Penis Procedures,2389,2730,354,3661,295,831,1461
LB49Z,High Intensity Focused Ultrasound (Male and Female),444,2853,1029,2526,239,,1842
LB50Z,Implantation of Artificial Urinary Sphincter (Male and Female),4014,4557,734,2099,158,806,773
LB51Z,Vaginal Tape Operations for Urinary Incontinence,1393,1495,368,4103,326,593,1050
LB52Z,Major Open Scrotum Testis or Vas Deferens Procedures,2310,2366,405,3119,268,1202,1179
LB53A,Intermediate Open Scrotum Testis or Vas Deferens Procedures 19 years and over,1743,1813,271,2677,267,1634,1231
LB53B,Intermediate Open Scrotum Testis or Vas Deferens Procedures 18 years and under,1625,2066,,2438,284,1685,1362
LB54A,Minor Scrotum Testis or Vas Deferens Procedures 19 years and over,1059,1540,,1485,,1248,992
LB54C,Minor Scrotum Testis or Vas Deferens Procedures between 2 and 18 years,1407,1961,,1583,,1361,1372
LB54D,Minor Scrotum Testis or Vas Deferens Procedures 1 year and under,1541,1943,,2078,,1517,1502
LB55A,Minor or Intermediate Urethra Procedures 19 years and over,746,1273,,282,,865,596
LB55B,Minor or Intermediate Urethra Procedures 18 years and under,1025,1540,,1002,,1717,927
LB56A,Minor Penis Procedures 19 years and over,888,1415,,480,,704,853
LB56C,Minor Penis Procedures between 2 and 18 years,1016,1524,,1365,,1058,992
LB56D,Minor Penis Procedures 1 year and under,1050,1833,,1145,,1394,991
LB57A,Urethral Disorders with CC,1803,1938,274,1904,246,456,327
LB57B,Urethral Disorders without CC,1281,1821,222,1599,267,423,270
LB58A,Penile Disorders with CC,1391,1905,243,1819,249,417,268
LB58B,Penile Disorders without CC,813,1918,186,1527,223,404,234
LB59Z,Major Open or Laparoscopic Bladder Neck Procedures (Female),3440,3802,329,3945,175,598,1006
LB60A,Complex Open or Laparoscopic Kidney or Ureter Procedures with Major CC,8284,8979,264,7909,254,1627,962
LB60B,Complex Open or Laparoscopic Kidney or Ureter Procedures without Major CC,5298,5272,272,5598,268,1311,1029
LB61A,Major Open Kidney or Ureter Procedures 19 years and over with Major CC,6204,6793,213,5964,272,1341,457
LB61B,Major Open Kidney or Ureter Procedures 19 years and over without Major CC,4050,4542,292,4233,278,1220,739
LB62A,Major Laparoscopic Kidney or Ureter Procedures 19 years and over with CC,5214,5095,325,6064,263,832,4757
LB62B,Major Laparoscopic Kidney or Ureter Procedures 19 years and over without CC,4684,4680,308,6672,324,4098,1574
LB63A,Major Open or Laparoscopic Kidney or Ureter Procedures 18 years and under with CC,7358,6194,787,10027,486,1473,3744
LB63B,Major Open or Laparoscopic Kidney or Ureter Procedures 18 years and under without CC,4616,4706,460,6953,397,791,2166
LB64A,Complex Endoscopic Kidney or Ureter Procedures 19 years and over with Major CC,5002,3847,224,5880,323,1278,1389
LB64B,Complex Endoscopic Kidney or Ureter Procedures 19 years and over without Major CC,2408,2458,322,2563,288,1520,1481
LB65A,Major Endoscopic Kidney or Ureter Procedures 19 years and over with Major CC,3624,3077,217,4248,264,1265,1073
LB65B,Major Endoscopic Kidney or Ureter Procedures 19 years and over without Major CC,2039,2151,312,2374,269,1317,1232
LB66Z,Complex or Major Endoscopic Kidney or Ureter Procedures 18 years and under,3508,3873,409,3314,334,2478,1772
LB67A,Complex Open Bladder Procedures with Major CC,12930,12334,232,12208,259,708,
LB67B,Complex Open Bladder Procedures without Major CC,8348,8064,339,10536,218,12775,898
LB68Z,Complex Endoscopic Bladder Procedures,3398,2759,259,4694,273,1379,878
LB69Z,Major Robotic Prostate or Bladder Neck Procedures (Male),7123,7106,317,8769,531,5630,687
LB70A,Complex Endoscopic Prostate or Bladder Neck Procedures (Male and Female) with CC,3147,2708,285,4698,286,1108,1147
LB70B,Complex Endoscopic Prostate or Bladder Neck Procedures (Male and Female) without CC,2455,2456,323,3552,243,561,957
LB71Z,Total Pelvic Exenteration,12496,11973,350,11710,227,7907,
LB72A,Diagnostic Flexible Cystoscopy 19 years and over,385,1190,663,1068,126,571,395
LB72B,Diagnostic Flexible Cystoscopy 18 years and under,786,1557,,657,,1182,762
LB73Z,Diagnostic Flexible Cystoscopy using Photodynamic Fluorescence,1465,1810,,,,575,988
LB74Z,Implantation of Penile Prosthesis,5538,5598,343,9104,245,2565,2012
LD01A,Hospital Haemodialysis or Filtration with Access via Haemodialysis Catheter 19 years and over,156,,,,,,
LD01B,Hospital Haemodialysis or Filtration with Access via Haemodialysis Catheter 18 years and under,389,,,,,,
LD02A,Hospital Haemodialysis or Filtration with Access via Arteriovenous Fistula or Graft 19 years and over,160,,,,,,
LD02B,Hospital Haemodialysis or Filtration with Access via Arteriovenous Fistula or Graft 18 years and under,198,,,,,,
LD03A,Hospital Haemodialysis or Filtration with Access via Haemodialysis Catheter with Blood-borne Virus 19 years and over,231,,,,,,
LD04A,Hospital Haemodialysis or Filtration with Access via Arteriovenous Fistula or Graft with Blood-borne Virus 19 years and over,211,,,,,,
LD04B,Hospital Haemodialysis or Filtration with Access via Arteriovenous Fistula or Graft with Blood-borne Virus 18 years and under,156,,,,,,
LD05A,Satellite Haemodialysis or Filtration with Access via Haemodialysis Catheter 19 years and over,145,,,,,,
LD05B,Satellite Haemodialysis or Filtration with Access via Haemodialysis Catheter 18 years and under,200,,,,,,
LD06A,Satellite Haemodialysis or Filtration with Access via Arteriovenous Fistula or Graft 19 years and over,148,,,,,,
LD06B,Satellite Haemodialysis or Filtration with Access via Arteriovenous Fistula or Graft 18 years and under,156,,,,,,
LD07A,Satellite Haemodialysis or Filtration with Access via Haemodialysis Catheter with Blood-borne Virus 19 years and over,270,,,,,,
LD08A,Satellite Haemodialysis or Filtration with Access via Arteriovenous Fistula or Graft with Blood-borne Virus 19 years and over,202,,,,,,
LD09A,Home Haemodialysis or Filtration with Access via Haemodialysis Catheter 19 years and over,143,,,,,,
LD09B,Home Haemodialysis or Filtration with Access via Haemodialysis Catheter 18 years and under,113,,,,,,
LD10A,Home Haemodialysis or Filtration with Access via Arteriovenous Fistula or Graft 19 years and over,132,,,,,,
LD10B,Home Haemodialysis or Filtration with Access via Arteriovenous Fistula or Graft 18 years and under,134,,,,,,
LD11A,Continuous Ambulatory Peritoneal Dialysis 19 years and over,54,,,,,,
LD11B,Continuous Ambulatory Peritoneal Dialysis 18 years and under,91,,,,,,
LD12A,Automated Peritoneal Dialysis 19 years and over,63,,,,,,
LD12B,Automated Peritoneal Dialysis 18 years and under,87,,,,,,
LD13A,Assisted Automated Peritoneal Dialysis 19 years and over,67,,,,,,
MA01Z,Complex Open Upper or Lower Genital Tract Procedures,5111,4970,274,8051,379,5576,1921
MA02Z,Very Major Open Upper or Lower Genital Tract Procedures,3774,3679,324,4730,322,2900,1507
MA03A,Major Open Lower Genital Tract Procedures with CC,2751,2727,309,3555,406,241,1264
MA03B,Major Open Lower Genital Tract Procedures without CC,2374,2427,337,2922,284,1007,1247
MA04A,Intermediate Open Lower Genital Tract Procedures with CC,2179,2222,342,2657,234,1237,1110
MA04B,Intermediate Open Lower Genital Tract Procedures without CC,1851,2011,291,2546,338,1229,1056
MA06Z,Major Open or Laparoscopic Upper or Lower Genital Tract Procedures for Malignancy,3622,3579,318,4570,265,4118,1241
MA07C,Major Open Upper Genital Tract Procedures with Major CC,4535,4327,336,5250,247,4605,818
MA07D,Major Open Upper Genital Tract Procedures without Major CC,3269,3288,353,3627,388,2135,1508
MA08Z,Major Laparoscopic or Endoscopic Upper Genital Tract Procedures,2606,2752,431,2904,339,2121,1666
MA09Z,Intermediate Laparoscopic or Endoscopic Upper Genital Tract Procedures,2092,2204,348,2975,327,2265,1495
MA10Z,Minor Laparoscopic or Endoscopic Upper Genital Tract Procedures,1244,1788,,3901,,1798,1155
MA11Z,Intermediate Open Upper Genital Tract Procedures,2395,2576,386,3372,260,1629,1403
MA12Z,Resection or Ablation Procedures for Intra-uterine Lesions,1016,1431,,1688,,1081,995
MA17C,Dilation and Evacuation less than 14 weeks gestation,1048,1142,229,1986,384,1041,788
MA17D,Dilation and Evacuation 14 to 20 weeks gestation,1307,1408,,2440,451,1186,587
MA18C,Medical Termination of Pregnancy less than 14 weeks gestation,495,716,364,1694,358,606,405
MA18D,Medical Termination of Pregnancy 14 to 20 weeks gestation,777,772,384,1964,368,988,486
MA19A,Vacuum Aspiration with Cannula less than 14 weeks gestation,810,1150,290,1784,357,1009,652
MA19B,Vacuum Aspiration with Cannula 14 to 20 weeks gestation,1181,1482,,2211,338,1187,688
MA20Z,Medical or Surgical Termination of Pregnancy over 20 weeks gestation,1545,1009,407,1663,569,1156,708
MA21Z,Diagnostic Hysteroscopy,531,1175,,990,,673,739
MA22Z,Minor Lower Genital Tract Procedures Category 1,765,1365,,1288,,1134,867
MA23Z,Minor Lower Genital Tract Procedures Category 2,214,1055,,789,,498,580
MA24Z,Minor Upper Genital Tract Procedures Category 1,891,1459,,1206,,919,986
MA25Z,Minor Upper Genital Tract Procedures Category 2,209,1177,,644,,748,673
MA26Z,Complex Open or Laparoscopic Upper or Lower Genital Tract Procedures for Malignancy,4782,4665,317,5717,288,3337,1903
MA27Z,Minor Upper or Lower Genital Tract Procedures for Malignancy,1100,1384,,1194,,977,948
MA28Z,Complex Laparoscopic or Endoscopic Upper Genital Tract Procedures,3396,3414,418,4826,360,1670,1593
MA29Z,Major Female Pelvic Peritoneum Adhesion Procedures,2224,2522,291,3684,317,2211,1481
MA30Z,Intermediate Female Pelvic Peritoneum Adhesion Procedures,1471,1870,,583,,1704,1318
MB01A,Lower Genital Tract Disorders with CC,1622,2098,351,1830,246,476,501
MB01B,Lower Genital Tract Disorders without CC,634,1800,388,1531,251,463,431
MB02Z,Genital Prolapse or Incontinence,1479,1673,262,2023,226,460,424
MB03A,Uterus Disorders (including Fibroids) Menstrual Disorders or Endometriosis with CC,1412,1963,321,1786,272,487,422
MB03B,Uterus Disorders (including Fibroids) Menstrual Disorders or Endometriosis without CC,783,1693,327,1460,302,460,432
MB04A,Ovary Fallopian Tube or Pelvic Disorders with CC,1890,2418,199,2208,229,539,518
MB04B,Ovary Fallopian Tube or Pelvic Disorders without CC,1126,1932,410,1719,245,527,485
MB05A,Gynaecological Malignancy with length of stay 1 day or more,2800,2094,300,3164,271,632,541
MB05B,Gynaecological Malignancy with length of stay 0 days,406,945,,2146,,389,312
MB06Z,Other Gynaecological Conditions,1089,1683,270,1678,266,445,442
MB07Z,Gynaecological Fistula Conditions,2341,2389,184,2886,248,560,662
MB08Z,Threatened or Spontaneous Miscarriage,554,711,500,1384,394,463,421
MC06Z,Collection of Sperm,208,2805,,,,1284,1184
MC07Z,Intra-uterine Insemination with Superovulation,333,926,,,,,331
MC08Z,Intra-uterine Insemination with Superovulation with Donor,544,,,,,,676
MC09Z,Intra-uterine Insemination without Superovulation,433,1881,,3938,,,741
MC10Z,Intra-uterine Insemination without Superovulation with Donor,509,,,,,,716
MC11Z,Implantation of Embryo,742,4205,88,,,1331,1045
MC12Z,Oocyte Recovery,1227,2834,519,1289,277,1554,1204
MC13Z,Donor Oocyte Recovery,1113,,,,,,953
MC14Z,Oocyte Recovery with Intracytoplasmic Sperm Injection,1178,391,,,,,845
MC15Z,Oocyte Recovery with Pre-Implantation Genetic Diagnosis,2243,,,,,,
NZ10Z,Diagnostic or Therapeutic Procedures on Fetus,117,1680,,7674,195,1479,761
NZ11A,Normal Delivery with CC,1603,1180,,2218,388,1097,
NZ11B,Normal Delivery without CC,1292,817,560,1880,437,1044,1366
NZ11C,Normal Delivery with Epidural with CC,2227,3167,813,2587,548,1278,
NZ11D,Normal Delivery with Epidural without CC,1666,1295,273,2110,416,1185,
NZ11E,Normal Delivery with Induction with CC,2315,1768,395,2681,380,1226,
NZ11F,Normal Delivery with Induction without CC,1751,1611,940,2173,449,1142,405
NZ11G,Normal Delivery with Post-partum Surgical Intervention,2329,2159,1105,2674,438,1496,
NZ12A,Assisted Delivery with CC,2233,3086,,2644,234,1311,
NZ12B,Assisted Delivery without CC,1762,1305,,2227,407,1206,1497
NZ12C,Assisted Delivery with Epidural with CC,2551,2919,1361,2782,398,1472,
NZ12D,Assisted Delivery with Epidural without CC,2054,1883,1078,2429,407,1364,
NZ12E,Assisted Delivery with Induction with CC,2924,4300,884,3047,400,1487,465
NZ12F,Assisted Delivery with Induction without CC,2294,2510,1199,2575,438,1358,
NZ12G,Assisted Delivery with Post-partum Surgical Intervention,2914,2557,240,3111,397,1704,
NZ13A,Planned Lower Uterine Caesarean Section with CC,3041,2609,448,3074,388,1617,1113
NZ13B,Planned Lower Uterine Caesarean Section without CC,2596,2304,432,2672,411,1647,1213
NZ14A,Emergency or Upper Uterine Caesarean Section with CC,3789,3368,400,3752,399,1929,1885
NZ14B,Emergency or Upper Uterine Caesarean Section without CC,3288,2974,196,3292,419,1742,729
NZ15Z,Caesarean Section with Eclampsia Pre-eclampsia or Placenta Praevia,5409,3884,457,5250,434,2410,
NZ16Z,Ante-natal Routine Observation,571,531,501,878,421,557,400
NZ17Z,Ante-natal False Labour including Premature Rupture of Membranes,701,697,364,1568,403,569,539
NZ18Z,Ante-natal Complex Disorders,1251,1077,475,1830,393,664,423
NZ19Z,Ante-natal Major Disorders,755,866,272,1498,436,582,755
NZ20Z,Ante-natal Other Disorders,671,566,460,1076,462,552,955
NZ21Z,Ante-natal Standard Ultrasound Scan,109,340,,608,,477,615
NZ22Z,Ante-natal Specialised Ultrasound Scan,121,541,,531,,593,448
NZ23Z,Ante-natal Diagnostic Procedures,133,498,,958,,1263,542
NZ24Z,Ante-natal Therapeutic Procedures including Induction,851,1175,369,1754,417,760,817
NZ25Z,Labour without Specified Delivery,1036,1321,1710,1620,390,730,446
NZ26Z,Post-natal Disorders,1162,1703,1044,1948,328,708,449
NZ27Z,Post-natal Therapeutic Procedures,1226,1541,326,2285,457,987,898
PA01A,Nervous System Disorders with CC,2257,3008,418,3752,461,834,869
PA01B,Nervous System Disorders without CC,1011,1784,353,1937,289,527,823
PA02A,Epilepsy Syndrome with CC,1450,2743,502,2343,387,567,1064
PA02B,Epilepsy Syndrome without CC,977,1707,549,1739,384,534,959
PA03A,Febrile Convulsions under 1 year,1049,2038,451,1908,414,547,638
PA03B,Febrile Convulsions 1 year and over,699,1132,318,1362,370,520,728
PA04A,Headaches and Migraines with CC,843,1475,496,1447,383,526,662
PA04B,Headaches and Migraines without CC,646,1152,244,1305,343,473,726
PA05A,Developmental Disorders with length of stay 1 day or less,980,868,,945,,564,1054
PA05B,Developmental Disorders with length of stay between 2 and 7 days,2986,3117,,2873,,,
PA05C,Developmental Disorders with length of stay 8 days or more,35354,56705,,10443,,,
PA06Z,Head Injury with Intracranial Injury,2138,1264,345,2910,413,720,718
PA07A,Head Injury without Intracranial Injury with CC,728,1372,458,1531,353,539,555
PA07B,Head Injury without Intracranial Injury without CC,576,695,515,1238,149,516,507
PA08A,Intermediate Injury without Intracranial Injury with CC,1351,2691,825,1841,471,633,402
PA08B,Intermediate Injury without Intracranial Injury without CC,982,1120,,1678,342,625,515
PA11Z,Acute Upper Respiratory Tract Infection and Common Cold,575,1021,522,1261,477,465,404
PA12Z,Asthma or Wheezing,791,1388,418,1323,409,558,596
PA14C,Lower Respiratory Tract Disorders without Acute Bronchiolitis with length of stay 1 day or more with CC,2772,5202,498,3055,410,797,309
PA14D,Lower Respiratory Tract Disorders without Acute Bronchiolitis with length of stay 1 day or more without CC,1281,2457,508,1689,397,669,390
PA14E,Lower Respiratory Tract Disorders without Acute Bronchiolitis with length of stay 0 days,482,1074,,1237,231,449,548
PA15A,Acute Bronchiolitis with CC,2100,3329,379,2769,385,656,829
PA15B,Acute Bronchiolitis without CC,997,1258,607,1724,397,505,475
PA16A,Major Infections with CC,2206,4703,503,3226,377,676,610
PA16B,Major Infections without CC,987,1699,486,1888,401,536,509
PA17A,Intermediate Infections with CC,1455,3295,652,2102,389,562,715
PA17B,Intermediate Infections without CC,907,1330,373,1581,403,505,476
PA18A,Minor Infections with CC,1145,3015,677,2104,427,525,621
PA18B,Minor Infections without CC,601,669,481,1344,381,447,476
PA19A,Viral Infections with length of stay 1 day or less,522,596,,540,,521,445
PA19B,Viral Infections with length of stay 2 days or more,1530,1919,414,1475,318,1267,
PA20A,Fever Unspecified with CC,1207,1963,647,2058,493,544,445
PA20B,Fever Unspecified without CC,712,835,404,1421,411,467,386
PA21A,Infectious or Non-Infectious Gastroenteritis with CC,1173,2630,413,1938,396,558,521
PA21B,Infectious or Non-Infectious Gastroenteritis without CC,642,919,464,1239,379,509,435
PA22Z,Chest Pain,542,1542,280,1175,338,431,885
PA23A,Cardiac Conditions with CC,3224,3780,464,4523,379,1199,1128
PA23B,Cardiac Conditions without CC,1472,2636,637,2112,393,721,951
PA24Z,Arrhythmia or Conduction Disorders,1092,3103,588,2257,442,532,864
PA25A,Major Gastrointestinal Disorders with CC,3387,4462,385,4762,438,866,577
PA25B,Major Gastrointestinal Disorders without CC,1666,3322,362,3661,353,675,461
PA26A,Other Gastrointestinal Disorders with CC,1559,2970,332,2581,401,548,633
PA26B,Other Gastrointestinal Disorders without CC,754,1635,426,1399,373,496,509
PA27Z,Inflammatory Bowel Disease,1067,2645,607,2747,327,559,487
PA28A,Feeding Difficulties and Vomiting with CC,1590,2839,424,2357,359,585,543
PA28B,Feeding Difficulties and Vomiting without CC,685,1473,424,1357,405,486,446
PA29Z,Abdominal Pain,697,1541,542,1247,313,497,503
PA30A,Faltering Growth (Failure to Thrive) with CC,2297,3295,369,3460,337,559,763
PA30B,Faltering Growth (Failure to Thrive) without CC,957,1138,481,1809,376,481,759
PA31Z,Major Injury without Intracranial Injury,3390,2945,208,4458,332,752,551
PA32A,Minor Injury without Intracranial Injury with CC,854,1295,678,1590,382,544,531
PA32B,Minor Injury without Intracranial Injury without CC,640,841,420,1376,367,519,715
PA34A,Musculoskeletal or Connective Tissue Disorders with CC,1297,2527,453,2152,380,573,699
PA34B,Musculoskeletal or Connective Tissue Disorders without CC,802,1707,395,1566,384,515,572
PA35A,Skin Disorders with CC,1432,2971,371,2401,457,541,536
PA35B,Skin Disorders without CC,757,1666,519,1446,382,471,521
PA36Z,Endocrine Disorders excluding Diabetes Mellitus,964,2159,562,2385,332,580,661
PA38C,Renal Disease with Renal Failure with length of stay 0 days,535,797,,1069,,662,557
PA38D,Renal Disease with Renal Failure with length of stay 1 day or more,3301,3605,668,3543,415,906,293
PA40A,Acute Lymphoblastic Leukaemia with length of stay 1 day or more with CC,7234,8655,773,6767,365,1074,1580
PA40B,Acute Lymphoblastic Leukaemia with length of stay 1 day or more without CC,4552,4782,506,5238,463,873,2278
PA41Z,Other Haematological Malignancies with length of stay 1 day or more,9380,9842,723,9172,759,1142,
PA42Z,Brain Tumours with length of stay 1 day or more,4074,3407,719,4181,492,1181,1020
PA43A,Other Neoplasms with length of stay 1 day or more with CC,4658,4151,642,4967,478,1122,
PA43B,Other Neoplasms with length of stay 1 day or more without CC,3336,3143,1011,3694,636,912,677
PA44Z,Neoplasm Diagnoses with length of stay 0 days,674,883,,2962,,611,665
PA45Z,Febrile Neutropenia with Malignancy,6697,10799,751,4384,469,1012,481
PA46Z,Paediatric Thalassaemia,726,1183,741,3344,422,713,648
PA47Z,Sickle-cell Anaemia with Crisis,1666,2037,435,2427,397,678,507
PA48A,Blood Cell Disorders with CC,2483,4067,635,3411,456,781,709
PA48B,Blood Cell Disorders without CC,954,1964,1134,1990,404,604,586
PA49Z,Coagulation Disorders,771,2145,411,1592,439,519,571
PA50Z,Ingestion Poisoning or Allergies,572,1181,596,1184,367,463,427
PA51Z,Child Safeguarding (welfare and protection),1291,1130,256,2116,401,474,332
PA52A,Behavioural Disorders with length of stay 1 day or less,514,952,,721,,479,780
PA52B,Behavioural Disorders with length of stay between 2 and 7 days,1869,2007,,1847,,362,
PA52C,Behavioural Disorders with length of stay 8 days or more,19031,34498,243,11170,409,,
PA53A,Eating Disorders with length of stay less than 8 days,1106,1095,,2022,,478,541
PA53B,Eating Disorders with length of stay 8 days or more,12451,15851,33,11816,496,,
PA54Z,Convalescent or other Relief Care,756,1938,360,1145,233,450,520
PA55Z,Respite Care,1430,1491,390,902,,609,
PA56A,Paediatric Admission for Unexplained Symptoms with CC,1080,1916,164,1923,373,527,563
PA56B,Paediatric Admission for Unexplained Symptoms without CC,709,1358,607,1387,424,467,599
PA57Z,Examination Follow-up Special Screening or other Admissions with length of stay 1 day or more,1101,1886,600,1391,362,636,414
PA58Z,Examination Follow-up Special Screening or other Admissions with length of stay 0 days,466,637,,432,,406,496
PA59C,Major Congenital Conditions under 1 year with CC,2993,3253,323,4400,293,838,787
PA59D,Major Congenital Conditions under 1 year without CC,1205,2041,403,1803,352,848,677
PA59E,Major Congenital Conditions 1 year and over with CC,1858,2611,293,3669,311,640,950
PA59F,Major Congenital Conditions 1 year and over without CC,1111,1824,603,2210,218,648,863
